VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,invoice_quantity,invoice_dollars,Freight,Approval,total_item_quantity,total_item_dollars,average_purchase_price,number_of_purchase_lines,number_of_brands,invoice_year,invoice_month,invoice_quarter,invoice_day_of_week,po_to_invoice_days,invoice_to_pay_days,quantity_difference,absolute_quantity_difference,quantity_difference_percentage,dollar_difference,absolute_dollar_difference,dollar_difference_percentage,invoice_cost_per_unit,purchase_cost_per_unit,freight_percentage,freight_per_unit,invoice_plus_freight,vendor_invoice_count,vendor_average_invoice_value,vendor_average_freight,vendor_average_freight_percentage,invoice_vs_vendor_average,invoice_vs_vendor_average_percentage,freight_vs_vendor_average,freight_vs_vendor_average_percentage,anomaly_prediction,anomaly_status,anomaly_score,risk_category
7255,PSP WINES ,2024-12-26,13363,2024-12-05,2025-01-22,329,2489.64,12.7,Unknown,12797,129453.21,14.061163748712667,971,68,2024,12,4,3,21,27,-12468,12468,97.42908494178323,-126963.57,126963.57,98.076803193988,7.5672948328267475,10.11590294600297,0.5101139120515416,0.03860182370820669,2502.3399999999997,54,2386.9572222222223,12.013148148148149,0.6612669587999677,102.68277777777757,4.301827314784528,0.6868518518518503,5.717500886374483,1,Normal,26.04,Low
8352,LUXCO INC                  ,2024-01-08,8113,2023-12-20,2024-02-07,819,6139.47,196.61,Unknown,819,6139.47,9.274395604395604,91,31,2024,1,1,0,19,30,0,0,0.0,0.0,0.0,0.0,7.496300366300367,7.496300366300367,3.202393691963638,0.24006105006105008,6336.08,55,37298.83654545455,186.57454545454547,0.5407748523068397,-31159.366545454548,83.53978148214333,10.035454545454542,5.378790831839087,1,Normal,26.0,Low
2555,DISARONNO INTERNATIONAL LLC,2024-01-11,8192,2023-12-25,2024-02-17,385,3506.41,146.86,Unknown,385,3506.41,14.356428571428571,28,5,2024,1,1,3,17,37,0,0,0.0,0.0,0.0,0.0,9.10755844155844,9.10755844155844,4.188329373918053,0.3814545454545455,3653.27,55,20762.688181818183,106.56418181818181,0.5701484612202726,-17256.278181818183,83.11196522678334,40.295818181818206,37.813660738812146,1,Normal,25.98,Low
8112,MOET HENNESSY USA INC      ,2024-07-14,10957,2024-06-28,2024-08-14,11702,232358.51,1115.32,Unknown,11702,232358.51,27.571739130434786,828,65,2024,7,3,6,16,31,0,0,0.0,0.0,0.0,0.0,19.85630746880875,19.85630746880875,0.4799996350467215,0.09531020338403691,233473.83000000002,55,172236.27636363634,879.0410909090909,0.5488505898007636,60122.23363636367,34.90683548535951,236.278909090909,26.879165437710416,1,Normal,25.93,Low
8004,SAZERAC CO INC             ,2024-07-27,11218,2024-07-15,2024-09-10,30632,224134.2,1075.84,Unknown,30632,224134.2,10.407464387464387,2106,82,2024,7,3,5,12,45,0,0,0.0,0.0,0.0,0.0,7.316995299033691,7.316995299033691,0.4799981439691041,0.03512144162966832,225210.04,55,180304.9138181818,914.4294545454546,0.5260009675979066,43829.2861818182,24.308425795880048,161.4105454545453,17.65150331195088,1,Normal,25.92,Low
1655,FABRIZIA SPIRITS LLC       ,2024-01-04,8194,2023-12-25,2024-02-05,46,394.04,16.0,Unknown,46,394.03999999999996,9.504,5,3,2024,1,1,3,10,32,0,0,0.0,5.684341886080802e-14,5.684341886080802e-14,1.4425799122121617e-14,8.56608695652174,8.566086956521739,4.060501471931784,0.34782608695652173,410.04,54,6636.863333333334,33.794259259259256,0.5685191168068644,-6242.823333333334,94.06285800671904,-17.794259259259256,52.65468055608831,1,Normal,25.92,Low
5270,MANGO BOTTLING INC         ,2024-05-17,10043,2024-05-02,2024-06-17,4521,32626.53,179.45,Unknown,4521,32626.53,7.2175,176,4,2024,5,2,4,15,31,0,0,0.0,0.0,0.0,0.0,7.216662242866622,7.216662242866622,0.5500125204856293,0.03969254589692545,32805.979999999996,38,5381.852105263158,27.221578947368425,0.49780962740729934,27244.67789473684,506.2323780338191,152.22842105263157,559.219659325999,1,Normal,25.91,Low
3664,WILLIAM GRANT & SONS INC   ,2024-10-25,12552,2024-10-10,2024-11-29,7915,153689.12,814.55,Unknown,178,1763.28,9.903548387096773,31,3,2024,10,4,4,15,35,7737,7737,4346.6292134831465,151925.84,151925.84,8616.092736264236,19.41745041061276,9.906067415730337,0.5299984800485552,0.10291219204042956,154503.66999999998,55,108377.17,549.7167272727273,0.5486107030241186,45311.95,41.80949733232562,264.83327272727263,48.176316926205274,1,Normal,25.9,Low
4425,MARTIGNETTI COMPANIES ,2024-05-20,10103,2024-05-06,2024-06-23,124,1854.52,8.9,Unknown,124,1854.52,18.073076923076922,13,5,2024,5,2,0,14,34,0,0,0.0,0.0,0.0,0.0,14.955806451612903,14.955806451612903,0.47990854776438113,0.0717741935483871,1863.42,82,339776.7075609756,1767.4297560975608,0.5925927593107073,-337922.1875609756,99.4541944875173,-1758.5297560975607,99.49644391980527,1,Normal,25.87,Low
10000,MAJESTIC FINE WINES        ,2024-01-09,8128,2023-12-21,2024-02-17,875,7234.88,218.05,Unknown,875,7234.88,8.636222222222223,45,15,2024,1,1,1,19,39,0,0,0.0,0.0,0.0,0.0,8.268434285714285,8.268434285714285,3.013871688265735,0.2492,7452.93,55,63757.611454545455,319.77436363636366,0.5418892530228552,-56522.73145454546,88.65252346355862,-101.72436363636365,31.811294213704095,1,Normal,25.87,Low
1128,BROWN-FORMAN CORP          ,2024-06-05,10224,2024-05-15,2024-07-14,20007,283650.31,1560.08,Frank Delahunt,20007,283650.31,18.203937653814602,1219,65,2024,6,2,2,21,39,0,0,0.0,0.0,0.0,0.0,14.177553356325285,14.177553356325285,0.5500011616416002,0.07797670815214675,285210.39,55,245989.69236363636,1247.3032727272725,0.5370116546414537,37660.61763636363,15.309835657947612,312.7767272727274,25.07623720002194,1,Normal,25.86,Low
9552,M S WALKER INC             ,2024-06-30,10686,2024-06-15,2024-08-13,23974,190713.94,1048.93,Unknown,23974,190713.94,8.823459759481961,2162,260,2024,6,2,6,15,44,0,0,0.0,0.0,0.0,0.0,7.955032118127972,7.955032118127972,0.5500017460705808,0.04375281555017936,191762.87,55,198833.04181818184,1010.0330909090909,0.5308963274320445,-8119.101818181836,4.083376557507055,38.89690909090916,3.8510529448000153,1,Normal,25.83,Low
8004,SAZERAC CO INC             ,2024-06-20,10442,2024-05-29,2024-07-26,35873,179298.9,932.35,Unknown,35873,179298.9,9.030752864157119,1833,75,2024,6,2,3,22,36,0,0,0.0,0.0,0.0,0.0,4.998157388565216,4.998157388565216,0.5199976129245635,0.02599029911075182,180231.25,55,180304.9138181818,914.4294545454546,0.5260009675979066,-1006.0138181818184,0.5579514151213181,17.92054545454539,1.9597515549685953,1,Normal,25.79,Low
4380,CHARLES JACQUIN ET CIE INC ,2025-01-03,13485,2024-12-13,2025-02-01,1063,8806.58,44.91,Unknown,101,1589.74,15.74,9,1,2025,1,1,4,21,29,962,962,952.4752475247524,7216.84,7216.84,453.9635412079963,8.284647224835371,15.74,0.509959598391203,0.0422483537158984,8851.49,55,5993.411272727272,30.461636363636362,0.5694877784489417,2813.1687272727277,46.93768872618363,14.448363636363634,47.43134434370504,1,Normal,25.78,Low
9552,M S WALKER INC             ,2024-03-24,9218,2024-03-06,2024-05-05,20303,141641.88,750.7,Unknown,20303,141641.88,7.586521966527197,1912,226,2024,3,1,6,18,42,0,0,0.0,0.0,0.0,0.0,6.97640151701719,6.97640151701719,0.5299986134044535,0.03697483130571837,142392.58000000002,55,198833.04181818184,1010.0330909090909,0.5308963274320445,-57191.161818181834,28.763409388706602,-259.33309090909086,25.675702434231674,1,Normal,25.78,Low
9165,ULTRA BEVERAGE COMPANY LLP ,2024-09-27,11969,2024-09-05,2024-10-21,20936,231530.36,1250.26,Unknown,20936,231530.36000000002,15.012346079066752,1543,283,2024,9,3,4,22,24,0,0,0.0,-2.9103830456733704e-11,2.9103830456733704e-11,1.2570200494109587e-14,11.0589587313718,11.058958731371801,0.539998296551692,0.05971818876576232,232780.62,55,240192.98054545454,1237.3581818181817,0.5440808922979965,-8662.620545454556,3.6065252722134513,12.901818181818271,1.0426906591315588,1,Normal,25.76,Low
480,BACARDI USA INC            ,2024-02-16,8618,2024-01-25,2024-03-17,19253,227503.57,1205.77,Unknown,19253,227503.57,13.650338860850757,1387,102,2024,2,1,4,22,30,0,0,0.0,0.0,0.0,0.0,11.816525736248897,11.816525736248897,0.5300004742782718,0.0626276424453332,228709.34,55,320443.24945454544,1623.3867272727273,0.5239077851189218,-92939.67945454543,29.003475533576133,-417.6167272727273,25.725030287411492,1,Normal,25.75,Low
1655,FABRIZIA SPIRITS LLC       ,2024-05-11,9987,2024-04-28,2024-06-18,3119,42862.36,222.88,Unknown,3119,42862.36,12.997777777777777,171,7,2024,5,2,5,13,38,0,0,0.0,0.0,0.0,0.0,13.742340493747996,13.742340493747996,0.5199900332132902,0.07145880089772363,43085.24,54,6636.863333333334,33.794259259259256,0.5685191168068644,36225.496666666666,545.8225497084717,189.08574074074073,559.5202998536898,1,Normal,25.74,Low
7239,REMY COINTREAU USA INC     ,2024-12-23,13345,2024-12-04,2025-02-04,2684,61971.02,316.05,Unknown,34,728.28,21.42,3,1,2024,12,4,0,19,43,2650,2650,7794.117647058823,61242.74,61242.74,8409.229966496403,23.089053651266767,21.419999999999998,0.5099964467262279,0.11775335320417288,62287.07,55,60999.24145454545,308.70309090909086,0.5736630349405052,971.7785454545447,1.5930993931763573,7.346909090909151,2.3799272852349644,1,Normal,25.7,Low
9552,M S WALKER INC             ,2024-08-17,11497,2024-08-04,2024-09-18,25431,216943.54,997.94,Unknown,25431,216943.54,8.77485639686684,2298,271,2024,8,3,5,13,32,0,0,0.0,0.0,0.0,0.0,8.530672800912273,8.530672800912273,0.4599998690903633,0.03924108371672368,217941.48,55,198833.04181818184,1010.0330909090909,0.5308963274320445,18110.49818181817,9.108394669322056,-12.093090909090847,1.197296506217072,1,Normal,25.7,Low
1601,VRANKEN AMERICA            ,2024-12-11,13234,2024-11-25,2025-01-20,1147,22409.16,112.05,Unknown,652,7986.93,12.368571428571428,42,4,2024,12,4,2,16,40,495,495,75.920245398773,14422.23,14422.23,180.57288595242477,19.537192676547516,12.24989263803681,0.5000187423357234,0.09768962510897994,22521.21,54,3857.965740740741,19.42537037037037,0.5927773148989828,18551.19425925926,480.8543026537445,92.62462962962962,476.82297873151754,1,Normal,25.69,Low
6215,MOONLIGHT MEADERY          ,2024-10-16,12384,2024-09-29,2024-11-12,298,2662.68,13.05,Unknown,9028,195109.0,28.609265175718853,626,63,2024,10,4,2,17,27,-8730,8730,96.69915817456801,-192446.32,192446.32,98.63528591710275,8.9351677852349,21.61154186973859,0.4901077110279869,0.043791946308724836,2675.73,54,1321.4368518518518,6.770555555555556,0.5466463579940751,1341.243148148148,101.4988454626901,6.279444444444445,92.74636908180848,1,Normal,25.68,Low
480,BACARDI USA INC            ,2024-03-17,9113,2024-02-28,2024-05-01,12843,145436.94,741.73,Unknown,12843,145436.94,14.093851185609157,1223,95,2024,3,1,6,18,45,0,0,0.0,0.0,0.0,0.0,11.324218640504554,11.324218640504554,0.5100011042586566,0.05775364011523788,146178.67,55,320443.24945454544,1623.3867272727273,0.5239077851189218,-175006.30945454544,54.613823119207225,-881.6567272727273,54.30971637632527,1,Normal,25.67,Low
1601,VRANKEN AMERICA            ,2025-01-03,13573,2024-12-18,2025-02-18,430,7984.51,36.73,Unknown,108,755.82,7.408333333333334,6,6,2025,1,1,4,16,46,322,322,298.14814814814815,7228.6900000000005,7228.6900000000005,956.4036410785636,18.568627906976744,6.998333333333334,0.4600157054095993,0.08541860465116279,8021.24,54,3857.965740740741,19.42537037037037,0.5927773148989828,4126.544259259259,106.96166157418885,17.304629629629627,89.0826239072614,1,Normal,25.66,Low
8112,MOET HENNESSY USA INC      ,2024-12-12,13282,2024-11-29,2025-01-26,8872,172900.93,899.08,Unknown,5888,61895.25,16.402512437810945,402,27,2024,12,4,3,13,45,2984,2984,50.67934782608695,111005.68,111005.68,179.34442465294185,19.48838255184851,10.512100883152174,0.5199972030225634,0.10133904418394951,173800.00999999998,55,172236.27636363634,879.0410909090909,0.5488505898007636,664.6536363636551,0.38589642692947884,20.0389090909091,2.279632806492034,1,Normal,25.59,Low
8892,TRINCHERO FAMILY ESTATES   ,2024-01-09,8148,2023-12-22,2024-02-09,2089,11651.54,403.44,Unknown,2089,11651.539999999999,5.633949579831933,119,35,2024,1,1,1,18,31,0,0,0.0,1.8189894035458565e-12,1.8189894035458565e-12,1.5611579272318138e-14,5.5775682144566785,5.577568214456678,3.462546581825235,0.19312589755864049,12054.980000000001,55,40949.29654545455,210.83581818181818,0.5525884299419644,-29297.756545454547,71.54642208061729,192.60418181818181,91.35268545882751,1,Normal,25.58,Low
4425,MARTIGNETTI COMPANIES,2024-10-11,12279,2024-09-23,2024-11-04,3899,37918.93,197.18,Unknown,3899,37918.93,10.734509803921569,102,68,2024,10,4,4,18,24,0,0,0.0,0.0,0.0,0.0,9.725296229802513,9.725296229802513,0.5200041245889586,0.050571941523467556,38116.11,82,339776.7075609756,1767.4297560975608,0.5925927593107073,-301857.77756097564,88.84004431257398,-1570.2497560975607,88.84368675361853,1,Normal,25.58,Low
8004,SAZERAC CO INC             ,2024-06-06,10337,2024-05-22,2024-07-15,44015,195303.95,1035.11,Unknown,44015,195303.95,9.353921066119938,1951,76,2024,6,2,3,15,39,0,0,0.0,0.0,0.0,0.0,4.437213449960241,4.437213449960241,0.5299995212590425,0.023517210042031122,196339.06,55,180304.9138181818,914.4294545454546,0.5260009675979066,14999.0361818182,8.318706276049204,120.68054545454527,13.197359824168531,1,Normal,25.57,Low
4425,MARTIGNETTI COMPANIES ,2024-02-09,8697,2024-01-29,2024-03-26,147,1333.24,6.27,Unknown,147,1333.24,9.302000000000001,10,4,2024,2,1,4,11,46,0,0,0.0,0.0,0.0,0.0,9.069659863945578,9.069659863945578,0.4702829198043863,0.042653061224489794,1339.51,82,339776.7075609756,1767.4297560975608,0.5925927593107073,-338443.46756097564,99.607612890957,-1761.1597560975608,99.64524757046956,1,Normal,25.54,Low
287,APPOLO VINEYARDS LLC       ,2024-12-09,13156,2024-11-21,2025-01-10,12,125.64,0.65,Unknown,9240,65127.33,7.925866543095459,1079,45,2024,12,4,0,18,32,-9228,9228,99.87012987012987,-65001.69,65001.69,99.80708559678403,10.47,7.048412337662338,0.5173511620503024,0.05416666666666667,126.29,13,184.59230769230768,0.9446153846153847,0.5096892323649844,-58.952307692307684,31.93649206150769,-0.2946153846153847,31.188925081433233,1,Normal,25.5,Low
9165,ULTRA BEVERAGE COMPANY LLP ,2024-02-28,8824,2024-02-07,2024-03-30,12930,156318.62,812.86,Unknown,12930,156318.62,14.183136503067486,1304,274,2024,2,1,2,21,31,0,0,0.0,0.0,0.0,0.0,12.089607115235886,12.089607115235886,0.5200020317477214,0.06286620262954369,157131.47999999998,55,240192.98054545454,1237.3581818181817,0.5440808922979965,-83874.36054545455,34.91957190213642,-424.4981818181817,34.30681495914315,1,Normal,25.5,Low
7749,R.P.IMPORTS INC            ,2024-10-11,12206,2024-09-21,2024-11-12,28,916.84,4.31,Unknown,28,916.8399999999999,33.57666666666667,3,3,2024,10,4,4,20,32,0,0,0.0,1.1368683772161603e-13,1.1368683772161603e-13,1.2399855778719957e-14,32.744285714285716,32.74428571428571,0.4700929278827276,0.15392857142857141,921.15,16,1173.554375,5.71875,0.4950056213731622,-256.7143749999999,21.874945078705867,-1.4087500000000004,24.633879781420774,1,Normal,25.5,Low
9165,ULTRA BEVERAGE COMPANY LLP ,2024-09-27,12142,2024-09-16,2024-10-28,17398,205398.91,924.3,Unknown,17398,205398.91,15.182393220338982,1475,291,2024,9,3,4,11,31,0,0,0.0,0.0,0.0,0.0,11.805892056558225,11.805892056558225,0.45000238803604165,0.05312679618346936,206323.21,55,240192.98054545454,1237.3581818181817,0.5440808922979965,-34794.07054545454,14.485881505130017,-313.05818181818177,25.300530308707554,1,Normal,25.46,Low
28776,TALL SHIP DISTILLERY LLC   ,2024-10-17,12374,2024-09-28,2024-11-13,12,253.08,1.32,Unknown,10828,103372.76,13.146945945945946,740,62,2024,10,4,3,19,27,-10816,10816,99.88917620982637,-103119.68,103119.68,99.75517728268066,21.09,9.54680088659032,0.5215742057847321,0.11,254.4,51,949.9133333333334,5.096078431372549,0.6565744761858016,-696.8333333333334,73.35756946247727,-3.7760784313725484,74.09772989611389,1,Normal,25.41,Low
8004,SAZERAC CO INC             ,2024-01-10,8199,2023-12-25,2024-02-20,6283,57738.64,1206.72,Unknown,6283,57738.64,10.553569023569024,297,54,2024,1,1,2,16,41,0,0,0.0,0.0,0.0,0.0,9.189660989972943,9.189660989972943,2.0899695593799925,0.19206111730065256,58945.36,55,180304.9138181818,914.4294545454546,0.5260009675979066,-122566.27381818181,67.97722326180016,292.2905454545454,31.96425311997823,1,Normal,25.39,Low
2000,SOUTHERN WINE & SPIRITS NE ,2024-12-01,13046,2024-11-13,2025-01-14,7085,66861.6,307.56,Unknown,48,326.4,6.8,2,1,2024,12,4,6,18,44,7037,7037,14660.416666666666,66535.20000000001,66535.20000000001,20384.558823529416,9.437064220183487,6.8,0.45999497469399475,0.04341002117148906,67169.16,67,55830.11014925373,283.8297014925373,0.5388224556149691,11031.489850746279,19.759032932686655,23.73029850746269,8.360752374637096,1,Normal,25.38,Low
2561,EDRINGTON AMERICAS         ,2024-08-08,11283,2024-07-20,2024-09-07,2622,82471.77,428.85,Unknown,2622,82471.77,35.73668421052632,190,15,2024,8,3,3,19,30,0,0,0.0,0.0,0.0,0.0,31.453764302059497,31.453764302059497,0.5199961150342717,0.163558352402746,82900.62000000001,54,34867.27481481482,178.78703703703704,0.5610126824107214,47604.49518518519,136.53058760118077,250.06296296296298,139.86638355171166,1,Normal,25.33,Low
105,ALTAMAR BRANDS LLC         ,2024-12-20,13349,2024-12-05,2025-02-01,6,214.26,1.18,Unknown,9197,60242.58,6.3118843930635835,865,61,2024,12,4,4,15,43,-9191,9191,99.934761335218,-60028.32,60028.32,99.64433794170169,35.71,6.550242470370773,0.5507327545972184,0.19666666666666666,215.44,40,292.655,1.55975,0.542151668866982,-78.39499999999998,26.787514308656945,-0.37975000000000003,24.346850456803978,1,Normal,25.33,Low
1655,FABRIZIA SPIRITS LLC       ,2025-01-01,13488,2024-12-13,2025-02-03,573,7233.59,36.17,Unknown,94,1470.44,16.252000000000002,5,4,2025,1,1,2,19,33,479,479,509.57446808510645,5763.15,5763.15,391.9337069176573,12.624066317626527,15.642978723404257,0.5000283400082117,0.06312390924956371,7269.76,54,6636.863333333334,33.794259259259256,0.5685191168068644,596.7266666666665,8.991094688806305,2.3757407407407456,7.030012767892874,1,Normal,25.32,Low
7245,PROXIMO SPIRITS INC.       ,2024-12-30,13458,2024-12-11,2025-02-01,13680,137799.41,633.88,Unknown,7106,66506.73,9.731090047393364,633,93,2024,12,4,0,19,33,6574,6574,92.51336898395722,71292.68000000001,71292.68000000001,107.19618901726189,10.073056286549708,9.359235857022234,0.4600019695294777,0.04633625730994152,138433.29,55,137964.18,708.996,0.545621229333857,-164.76999999998952,0.11942955048186386,-75.11599999999999,10.59470011114308,1,Normal,25.27,Low
4425,MARTIGNETTI COMPANIES ,2024-05-06,9912,2024-04-22,2024-06-05,107,1262.72,6.31,Unknown,107,1262.72,11.853333333333333,9,4,2024,5,2,0,14,30,0,0,0.0,0.0,0.0,0.0,11.801121495327102,11.801121495327102,0.4997149011657374,0.05897196261682243,1269.03,82,339776.7075609756,1767.4297560975608,0.5925927593107073,-338513.98756097566,99.62836769799078,-1761.1197560975609,99.64298439707542,1,Normal,25.23,Low
4848,LAIRD & CO                 ,2024-05-10,9972,2024-04-27,2024-06-09,1745,18846.64,88.58,Unknown,1745,18846.64,11.852500000000001,40,6,2024,5,2,4,13,30,0,0,0.0,0.0,0.0,0.0,10.80036676217765,10.80036676217765,0.4700042023405763,0.0507621776504298,18935.22,55,3691.119636363637,18.976181818181818,0.7048331410895639,15155.520363636362,410.5941247292395,69.60381818181818,366.79569604001193,1,Normal,25.21,Low
4425,MARTIGNETTI COMPANIES ,2024-04-09,9460,2024-03-22,2024-05-18,130,1637.59,8.84,Unknown,130,1637.59,14.226666666666667,12,4,2024,4,2,1,18,39,0,0,0.0,0.0,0.0,0.0,12.596846153846153,12.596846153846153,0.539817658876764,0.068,1646.4299999999998,82,339776.7075609756,1767.4297560975608,0.5925927593107073,-338139.1175609756,99.51803935833178,-1758.589756097561,99.49983867989648,1,Normal,25.19,Low
9552,M S WALKER INC             ,2024-01-30,8462,2024-01-13,2024-03-08,19097,161003.31,772.82,Unknown,19097,161003.31,8.789076664801343,1787,231,2024,1,1,1,17,38,0,0,0.0,0.0,0.0,0.0,8.430816882232811,8.430816882232811,0.48000255398475977,0.040468136356495786,161776.13,55,198833.04181818184,1010.0330909090909,0.5308963274320445,-37829.73181818184,19.025877928666578,-237.21309090909085,23.485675176798882,1,Normal,25.19,Low
3664,WILLIAM GRANT & SONS INC   ,2024-11-17,12897,2024-11-02,2024-12-24,4871,91235.95,447.06,Unknown,48,423.36,8.82,4,3,2024,11,4,6,15,37,4823,4823,10047.916666666668,90812.59,90812.59,21450.44170445956,18.73043522890577,8.82,0.4900042143475242,0.09177992198727161,91683.01,55,108377.17,549.7167272727273,0.5486107030241186,-17141.22,15.816264624736004,-102.65672727272732,18.674477631785237,1,Normal,25.16,Low
480,BACARDI USA INC            ,2024-09-20,11859,2024-08-30,2024-10-22,22405,267009.84,1415.15,Frank Delahunt,22405,267009.84,13.742681718061673,1816,95,2024,9,3,4,21,32,0,0,0.0,0.0,0.0,0.0,11.917422004016961,11.917422004016961,0.5299991940371935,0.06316224057130106,268424.99000000005,55,320443.24945454544,1623.3867272727273,0.5239077851189218,-53433.40945454541,16.674843219664982,-208.2367272727272,12.827302562868844,1,Normal,25.14,Low
9552,M S WALKER INC             ,2024-04-08,9422,2024-03-20,2024-05-19,21817,160987.37,724.44,Unknown,21817,160987.37,7.984229525862069,1856,225,2024,4,2,0,19,41,0,0,0.0,0.0,0.0,0.0,7.3789874868222025,7.3789874868222025,0.44999803400726407,0.03320529862034194,161711.81,55,198833.04181818184,1010.0330909090909,0.5308963274320445,-37845.67181818184,19.033894704879543,-285.59309090909085,28.275617252504055,1,Normal,25.14,Low
10050,Russian Standard Vodka     ,2025-01-10,13566,2024-12-18,2025-02-06,191,3002.44,15.31,Unknown,210,4659.54,21.99777777777778,18,4,2025,1,1,4,23,27,-19,19,9.047619047619047,-1657.1,1657.1,35.563596406512225,15.719581151832461,22.188285714285715,0.5099185995390416,0.08015706806282723,3017.75,51,2723.6719607843143,14.364705882352942,0.5427703816470552,278.7680392156858,10.235007858120007,0.9452941176470588,6.580671580671581,1,Normal,25.14,Low
9815,WINE GROUP INC             ,2024-12-03,13052,2024-11-13,2025-01-01,16459,94940.0,522.17,Unknown,927,6961.34,7.617,110,9,2024,12,4,1,20,29,15532,15532,1675.5124056094928,87978.66,87978.66,1263.817885636961,5.768272677562428,7.509536138079827,0.5499999999999999,0.03172549972659335,95462.17,55,95611.578,492.7347272727273,0.5469435876857932,-671.5779999999941,0.7024023805987117,29.43527272727266,5.973857960082509,1,Normal,25.13,Low
9165,ULTRA BEVERAGE COMPANY LLP ,2024-08-22,11442,2024-07-31,2024-10-02,18437,236320.93,1205.24,Unknown,18437,236320.93,16.51993986770896,1663,281,2024,8,3,3,22,41,0,0,0.0,0.0,0.0,0.0,12.817753972989097,12.817753972989097,0.5100013782105547,0.06537072191788251,237526.16999999998,55,240192.98054545454,1237.3581818181817,0.5440808922979965,-3872.050545454549,1.6120581611758615,-32.11818181818171,2.595706101121589,1,Normal,25.12,Low
6785,PALM BAY INTERNATIONAL INC ,2024-11-28,13100,2024-11-16,2025-01-05,7598,55148.67,270.23,Unknown,192,6496.5599999999995,36.26076923076923,13,2,2024,11,4,3,12,38,7406,7406,3857.2916666666665,48652.11,48652.11,748.8903358084895,7.258314030007897,33.83625,0.49000275074630095,0.03556593840484338,55418.9,55,48981.533272727276,247.3710909090909,0.5690307429795848,6167.136727272722,12.59073841754676,22.858909090909123,9.240735854340308,1,Normal,25.1,Low
4425,MARTIGNETTI COMPANIES ,2024-02-23,8905,2024-02-12,2024-04-05,178,1975.74,9.09,Unknown,178,1975.74,12.285,16,5,2024,2,1,4,11,42,0,0,0.0,0.0,0.0,0.0,11.099662921348315,11.099662921348315,0.46008077985969814,0.05106741573033708,1984.83,82,339776.7075609756,1767.4297560975608,0.5925927593107073,-337800.96756097564,99.41851811615268,-1758.339756097561,99.48569384618315,1,Normal,25.1,Low
9165,ULTRA BEVERAGE COMPANY LLP ,2024-10-23,12501,2024-10-06,2024-11-20,18044,215283.22,1033.36,Unknown,19280,262711.21,18.555692055692056,1221,60,2024,10,4,2,17,28,-1236,1236,6.410788381742738,-47427.99000000002,47427.99000000002,18.05327987336361,11.931014187541566,13.62610010373444,0.4800002526903861,0.05726889824872533,216316.58,55,240192.98054545454,1237.3581818181817,0.5440808922979965,-24909.76054545454,10.370727940877762,-203.99818181818182,16.486590933469696,1,Normal,25.1,Low
90024,VINILANDIA USA             ,2024-01-12,8149,2023-12-22,2024-02-21,145,1126.4,44.36,Unknown,145,1126.4,7.729230769230769,13,12,2024,1,1,4,21,40,0,0,0.0,0.0,0.0,0.0,7.7682758620689665,7.7682758620689665,3.9382102272727266,0.3059310344827586,1170.76,55,9979.188545454545,50.95709090909091,0.563613612416566,-8852.788545454545,88.7125090895986,-6.597090909090909,12.94636485599292,1,Normal,25.06,Low
9165,ULTRA BEVERAGE COMPANY LLP ,2024-05-17,9995,2024-04-28,2024-06-12,24011,264567.56,1402.21,Frank Delahunt,24011,264567.56,14.053329326923079,1664,317,2024,5,2,4,19,26,0,0,0.0,0.0,0.0,0.0,11.018598142518012,11.018598142518012,0.5300007302482588,0.05839865061846654,265969.77,55,240192.98054545454,1237.3581818181817,0.5440808922979965,24374.579454545456,10.147914980360039,164.85181818181832,13.322885855054842,1,Normal,25.01,Low
9815,WINE GROUP INC             ,2024-09-07,11833,2024-08-26,2024-10-08,26515,149023.59,685.51,Unknown,26515,149023.59,6.906918779544478,2327,100,2024,9,3,5,12,31,0,0,0.0,0.0,0.0,0.0,5.620350367716386,5.620350367716386,0.46000099715756415,0.025853667735244203,149709.1,55,95611.578,492.7347272727273,0.5469435876857932,53412.012,55.86353987380065,192.7752727272727,39.123540935358534,1,Normal,24.99,Low
8112,MOET HENNESSY USA INC      ,2024-05-16,9990,2024-04-28,2024-06-16,7433,184974.54,943.37,Unknown,7433,184974.54,30.03302371541502,506,72,2024,5,2,3,18,31,0,0,0.0,0.0,0.0,0.0,24.88558321000942,24.88558321000942,0.5099999167452991,0.12691645365263016,185917.91,55,172236.27636363634,879.0410909090909,0.5488505898007636,12738.26363636367,7.395807611092234,64.32890909090906,7.318077591160281,1,Normal,24.97,Low
3924,HEAVEN HILL DISTILLERIES   ,2024-01-08,8155,2023-12-23,2024-02-15,818,7079.02,200.02,Unknown,818,7079.02,10.735365853658536,82,26,2024,1,1,0,16,38,0,0,0.0,0.0,0.0,0.0,8.654058679706601,8.654058679706601,2.825532347697845,0.2445232273838631,7279.040000000001,55,51212.03527272727,255.8158181818182,0.5386500566242923,-44133.015272727265,86.1770383420596,-55.79581818181819,21.81093357650071,1,Normal,24.93,Low
480,BACARDI USA INC            ,2024-02-02,8548,2024-01-20,2024-03-19,20647,215769.02,1165.15,Unknown,20647,215769.02,12.638600125549278,1593,121,2024,2,1,4,13,46,0,0,0.0,0.0,0.0,0.0,10.45038116917712,10.45038116917712,0.5399987449542109,0.05643192715648763,216934.16999999998,55,320443.24945454544,1623.3867272727273,0.5239077851189218,-104674.22945454545,32.66545000798757,-458.2367272727272,28.22720671386541,1,Normal,24.86,Low
